date,helpful,name,rating,review,size
14-Aug-19,,Satish Shingne,5.0 out of 5 stars,Fabulous phone!,Size: 6GB+128GB
07-Jul-19,,juned ,5.0 out of 5 stars,Go ahead and buy,Size: 6GB+128GB
25-Jun-19,,Royal_rijju,5.0 out of 5 stars,Its amazing mobile camera touch also good😍,Size: 8GB+256GB
13-Jul-19,,Satish.P,4.0 out of 5 stars,Value flagship phone,Size: 6GB+128GB
29-Jul-19,,Harsha Kasam,5.0 out of 5 stars,If you are looking for a mid range phone.This should be your top pick.,Size: 6GB+128GB
11-Jun-19,,Sreenivas,4.0 out of 5 stars,One plus 7,Size: 6GB+128GB
18-Jun-19,,Umar jan,5.0 out of 5 stars,Best under the 33k segment,Size: 6GB+128GB
25-Jul-19,,pavan jain,5.0 out of 5 stars,Good,Size: 6GB+128GB
31-Jul-19,,Tushar,4.0 out of 5 stars,Needs good battery life,Size: 8GB+256GB
08-Jun-19,,Akhil Kumar chekkarraj,4.0 out of 5 stars,Execellent but no 3.5mm audio jack,Size: 6GB+128GB
08-Jun-19,,Harsh Jora,5.0 out of 5 stars,Its a BEAST!!,Size: 8GB+256GB
09-Jun-19,,vikram singh,3.0 out of 5 stars,Excellent,Size: 6GB+128GB
03-Jul-19,,anu radha,2.0 out of 5 stars,Average phone,Size: 6GB+128GB
06-Aug-19,,rajiv ,5.0 out of 5 stars,Wow,Size: 8GB+256GB
31-Jul-19,,Vighnesh,5.0 out of 5 stars,Best!,Size: 8GB+256GB
01-Aug-19,,Santosh Chovatiya,5.0 out of 5 stars,Budget Flagship killer,Size: 6GB+128GB
14-Jun-19,,Amazon Customer,5.0 out of 5 stars,Extremely happy,Size: 6GB+128GB
28-Jul-19,,shivam rajput,5.0 out of 5 stars,Awsome..best in androids,Size: 8GB+256GB
24-Jun-19,,Amazon Customer,5.0 out of 5 stars,Just loved it... 😍,Size: 6GB+128GB
01-Aug-19,,Amazon Customer,4.0 out of 5 stars,One plus 7,Size: 6GB+128GB
05-Aug-19,,Arulanantham,5.0 out of 5 stars,Lion fire the price of wolf!,Size: 6GB+128GB
23-Jun-19,One person found this helpful,Arpan,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
15-Jul-19,One person found this helpful,kalps,4.0 out of 5 stars,Fp scanner aint that good fb insta freezes at time,Size: 8GB+256GB
09-Jul-19,,abhishek jain,4.0 out of 5 stars,Earphone jack missing,Size: 6GB+128GB
22-Aug-19,,Amazon Customer,5.0 out of 5 stars,Expect battery life the phone was totally super,Size: 8GB+256GB
24-Jul-19,,Amazon Customer,5.0 out of 5 stars,Awesome product,Size: 6GB+128GB
01-Jul-19,,Geetha Sirur,4.0 out of 5 stars,Bill is not issued from Amazon..,Size: 6GB+128GB
04-Jul-19,,Machha,1.0 out of 5 stars,No please get a 10k phone,Size: 6GB+128GB
12-Jul-19,,Amazon Customer,5.0 out of 5 stars,First time owner of one plus.,Size: 8GB+256GB
08-Jul-19,,Palla,5.0 out of 5 stars,Good,Size: 6GB+128GB
24-Aug-19,,Nafees Khan,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
15-Aug-19,,Tajeshwar Sullar,5.0 out of 5 stars,"Amazing product, i had to choose between Samsung S10 and One plus 7 and i don't regret my Choice",Size: 6GB+128GB
25-Jun-19,,Joseph Sailo,5.0 out of 5 stars,Loving it,Size: 8GB+256GB
07-Jun-19,,Yash Uttarwar,4.0 out of 5 stars,Good,Size: 6GB+128GB
28-Aug-19,,S K SHARMA,5.0 out of 5 stars,Really good Android phone,Size: 6GB+128GB
12-Jul-19,One person found this helpful,N elias,3.0 out of 5 stars,Worst Battery life,Size: 8GB+256GB
26-Jun-19,,VINOD KUMAR,5.0 out of 5 stars,Awesome Camera quality,Size: 8GB+256GB
22-Aug-19,,Pp,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
28-Jul-19,,Nameisbond7,5.0 out of 5 stars,Kadak,Size: 8GB+256GB
30-Jul-19,,Rocky,5.0 out of 5 stars,killer😍😍😍flagship💥💥💥💥💥✌️👌👌👌👌,Size: 6GB+128GB
13-Aug-19,,Roady,5.0 out of 5 stars,Awesome phone,Size: 6GB+128GB
02-Jul-19,,shravan,3.0 out of 5 stars,It's like normal phone not like wow,Size: 6GB+128GB
12-Jun-19,,Shammi,5.0 out of 5 stars,Good phone..,Size: 8GB+256GB
14-Aug-19,,Dillibabu,5.0 out of 5 stars,Awesome Mobile!!!,Size: 8GB+256GB
20-Jul-19,,Amazon Customer,5.0 out of 5 stars,Best phone you could buy,Size: 6GB+128GB
22-Jun-19,,Amazon Customer,5.0 out of 5 stars,Worth the price,Size: 6GB+128GB
09-Jun-19,,Aashish Goswami,5.0 out of 5 stars,"More than expectations, well refined phone in this price range.",Size: 6GB+128GB
12-Sep-19,,RAANA PRATHHAP REDDY,5.0 out of 5 stars,Good,Size: 8GB+256GB
23-Jun-19,,Dinesh,5.0 out of 5 stars,Good experience as of now,Size: 8GB+256GB
25-Jul-19,,Amazon Customer,5.0 out of 5 stars,Good Phone,Size: 6GB+128GB
17-Aug-19,,Hasmukh Sardhara,5.0 out of 5 stars,Same,Size: 8GB+256GB
26-Aug-19,,Oneplus7User,5.0 out of 5 stars,"Best phone, value for money!!",Size: 6GB+128GB
12-Jul-19,,Mohit Jain ,5.0 out of 5 stars,Beast but bettery least,Size: 6GB+128GB
16-Jul-19,,Amazon Customer,5.0 out of 5 stars,Amazing OnePlus 7,Size: 6GB+128GB
06-Aug-19,,Amazon Customer,4.0 out of 5 stars,Should include earphones,Size: 6GB+128GB
23-Jun-19,,srinivas,4.0 out of 5 stars,Cool phone,Size: 6GB+128GB
31-Aug-19,,Yashasvi,4.0 out of 5 stars,Worth the brand value,Size: 6GB+128GB
07-Sep-19,,Shekhar lambat,4.0 out of 5 stars,Fantastic phone one plus 7,Size: 6GB+128GB
01-Sep-19,,suneel,3.0 out of 5 stars,My mobile has a problem,Size: 6GB+128GB
22-Aug-19,,Pushpendra Pratap,3.0 out of 5 stars,Nice but not perfect,Size: 6GB+128GB
17-Aug-19,,Shounak Shailendra Lad,5.0 out of 5 stars,A quality product,Size: 6GB+128GB
07-Jul-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
18-Jul-19,,Rakesh akula,3.0 out of 5 stars,"Poor battery life backup, and fingerprint is not working properly.",Size: 8GB+256GB
14-Aug-19,,Raghuvendra jha,5.0 out of 5 stars,A nice product,Size: 6GB+128GB
08-Jun-19,One person found this helpful,Mo,1.0 out of 5 stars,Camera is poor,Size: 6GB+128GB
10-Jun-19,,Anirban Dawn,5.0 out of 5 stars,A best valuable flagship phone,Size: 6GB+128GB
31-Jul-19,,Adhish,5.0 out of 5 stars,"Excellent phone, just go for it.",Size: 6GB+128GB
25-Aug-19,,Amazon Customer,5.0 out of 5 stars,Great Experience,Size: 8GB+256GB
21-Jun-19,,Rushi,5.0 out of 5 stars,Go for it...Don't even go for other mobile,Size: 8GB+256GB
11-Jul-19,One person found this helpful,kishlay jaiswal,5.0 out of 5 stars,Good,Size: 6GB+128GB
25-Jul-19,,Aryan,4.0 out of 5 stars,Best value phone in the market.,Size: 6GB+128GB
03-Aug-19,,jitendra,5.0 out of 5 stars,All time best brand,Size: 6GB+128GB
19-Jul-19,,Amazon Customer,4.0 out of 5 stars,Gaming mode is awesome,Size: 8GB+256GB
16-Sep-19,,Amazon Customer,2.0 out of 5 stars,Good but not that much good..,Size: 8GB+256GB
10-Sep-19,,Amazon Customer,5.0 out of 5 stars,Type C,Size: 6GB+128GB
13-Jun-19,,Praval,5.0 out of 5 stars,One Plus 7 star,Size: 6GB+128GB
28-Jun-19,,Vijay kamboj ,5.0 out of 5 stars,Nice phone 📱,Size: 6GB+128GB
07-Sep-19,,Kesavan,5.0 out of 5 stars,I like the phone very much,Size: 6GB+128GB
26-Aug-19,,Amazon Customer,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
22-Aug-19,,Ganesh Hebbar,5.0 out of 5 stars,Mr. Marvelous,Size: 6GB+128GB
09-Jul-19,,kavindra singh mer,3.0 out of 5 stars,Didn't meet expectations,Size: 8GB+256GB
10-Sep-19,,anilyadav nodagala,5.0 out of 5 stars,Satisfied,Size: 6GB+128GB
22-Jul-19,,EAPEN,5.0 out of 5 stars,A true all-rounder with an affordable price,Size: 8GB+256GB
29-Aug-19,One person found this helpful,Dr. Tapas Kumar Das,3.0 out of 5 stars,Partially like,Size: 8GB+256GB
13-Jul-19,,Ashok suvarna,5.0 out of 5 stars,Super!,Size: 6GB+128GB
22-Aug-19,,AmazonPrime customer,1.0 out of 5 stars,Worst handset,Size: 8GB+256GB
25-Aug-19,,Pratiksha Kamble,4.0 out of 5 stars,Earphones,Size: 8GB+256GB
22-Aug-19,,ashish rawat,5.0 out of 5 stars,Best phone with all the features.,Size: 8GB+256GB
17-Jul-19,,prasant kumar,4.0 out of 5 stars,Ok,Size: 8GB+256GB
12-Jul-19,,Veeresh Puri,5.0 out of 5 stars,Good one,Size: 6GB+128GB
02-Aug-19,,Amazon Customer,3.0 out of 5 stars,Charging,Size: 6GB+128GB
17-Jul-19,,Nitesh Dhiman,5.0 out of 5 stars,Muuuuaaah,Size: 6GB+128GB
11-Sep-19,,Nagaraja S,5.0 out of 5 stars,Excellent phone,Size: 6GB+128GB
21-Aug-19,One person found this helpful,Aryan Das,1.0 out of 5 stars,Water damage,Size: 6GB+128GB
25-Aug-19,,tsewang Dorjay,5.0 out of 5 stars,Best buy,Size: 6GB+128GB
22-Jul-19,,Zubair khan,5.0 out of 5 stars,Tu Chiz La Jawab Tera Koi Na Jawab,Size: 6GB+128GB
10-Jun-19,,Bhagyesh shah,5.0 out of 5 stars,Excellent 👍👍👍 Go Beyond Speed,Size: 6GB+128GB
23-Aug-19,,Amazon Customer,4.0 out of 5 stars,Nice Phone.,Size: 6GB+128GB
08-Jun-19,,Sameer Kumar Singh,5.0 out of 5 stars,Nice mobilephone.,Size: 6GB+128GB
09-Jul-19,,Karthik,4.0 out of 5 stars,Nice phone with great features,Size: 6GB+128GB
26-Jul-19,,Neha Chavan,5.0 out of 5 stars,Great buy!,Size: 6GB+128GB
08-Jul-19,,viveksinha61,4.0 out of 5 stars,Lag free device,Size: 8GB+256GB
09-Sep-19,,krishnavamsi,5.0 out of 5 stars,The Best,Size: 8GB+256GB
23-Aug-19,,Rakesh aloria,5.0 out of 5 stars,Good phone,Size: 6GB+128GB
09-Jul-19,,Justin M.,5.0 out of 5 stars,Awesome product!!,Size: 6GB+128GB
07-Jun-19,,Arpit Kulshreshtha,5.0 out of 5 stars,Faster than you can imagine!!!!!,Size: 6GB+128GB
23-Aug-19,,Ashutosh Pandey,5.0 out of 5 stars,Nice one,Size: 8GB+256GB
11-Jun-19,,Vidit Shah,4.0 out of 5 stars,.,Size: 6GB+128GB
11-Aug-19,,Amazon Customer,5.0 out of 5 stars,Great processor fast. Camera nice,Size: 6GB+128GB
23-Jul-19,,Yogananda Rao,5.0 out of 5 stars,Best mobile,Size: 6GB+128GB
03-Aug-19,,Mahesh Sawant,4.0 out of 5 stars,Ok,Size: 8GB+256GB
23-Aug-19,,Amazon Customer,5.0 out of 5 stars,Super smooth,Size: 6GB+128GB
14-Jun-19,,Christie Barwa,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
21-Aug-19,,Krishna,5.0 out of 5 stars,Overall a good phone in budget and performance levels.,Size: 6GB+128GB
22-Jun-19,One person found this helpful,Mohammad Ashraf,5.0 out of 5 stars,Awesom,Size: 6GB+128GB
24-Jun-19,,Ajith,5.0 out of 5 stars,Great value for money.,Size: 6GB+128GB
14-Jul-19,,PRAJITH,5.0 out of 5 stars,Worth of money,Size: 8GB+256GB
18-Jun-19,,Meenakshi,5.0 out of 5 stars,"Must buy , value for money",Size: 8GB+256GB
28-Jul-19,One person found this helpful,Ravindra ketha,4.0 out of 5 stars,I love this brand,Size: 6GB+128GB
27-Aug-19,One person found this helpful,sagar,5.0 out of 5 stars,Just WOW...,Size: 6GB+128GB
18-Jul-19,,DEVENDER VERMA,5.0 out of 5 stars,Value for money !,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Paras Sethia,5.0 out of 5 stars,Excellent phone,Size: 8GB+256GB
02-Jul-19,,Kannan,5.0 out of 5 stars,You will not regret buying it,Size: 6GB+128GB
06-Aug-19,,Ravindra Shripad KULKARNI,4.0 out of 5 stars,Excellent,Size: 6GB+128GB
01-Aug-19,,Adarsh sharma,5.0 out of 5 stars,Amazing phone,Size: 6GB+128GB
31-Jul-19,,Ankit Arora,1.0 out of 5 stars,Facing voice modulation and hanging issues,Size: 6GB+128GB
14-Aug-19,,Ravi Kumar,5.0 out of 5 stars,Happy to have,Size: 6GB+128GB
10-Jul-19,,swapnabilla ,4.0 out of 5 stars,Not received all what all mentioned on box,Size: 6GB+128GB
28-Jun-19,,Abdul Mabud Sarkar,5.0 out of 5 stars,Excellent phone under premium range,Size: 6GB+128GB
11-Jun-19,,Akshay yadav  ,5.0 out of 5 stars,Worth it! 1+ 7Phone.,Size: 6GB+128GB
08-Jun-19,,mir Shoaib ali,5.0 out of 5 stars,Best price for amazing phone,Size: 6GB+128GB
13-Jul-19,,arshdeep singh,5.0 out of 5 stars,Good phone,Size: 6GB+128GB
14-Jul-19,,Vishwateja Ashish,4.0 out of 5 stars,best phone in 30k range,Size: 6GB+128GB
15-Jun-19,,Rohan lal,5.0 out of 5 stars,Never Settle,Size: 6GB+128GB
10-Sep-19,,vijay Kumar,4.0 out of 5 stars,Very nice phone,Size: 6GB+128GB
07-Sep-19,,Vivek kumar,5.0 out of 5 stars,Great performance,Size: 6GB+128GB
12-Aug-19,,ajay,5.0 out of 5 stars,One plus 7 is just an OP phone......,Size: 8GB+256GB
07-Jun-19,,Vikas,3.0 out of 5 stars,Support required for configuration issue,Size: 8GB+256GB
05-Sep-19,,divya,5.0 out of 5 stars,Good,Size: 8GB+256GB
30-Aug-19,,Vijay Andley,5.0 out of 5 stars,Value for money,Size: 8GB+256GB
19-Aug-19,,shivam garg,2.0 out of 5 stars,Unnecessary notification,Size: 6GB+128GB
25-Jul-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Phaaduuu,Size: 6GB+128GB
23-Aug-19,,Nadeem,5.0 out of 5 stars,One plus 7,Size: 6GB+128GB
19-Jul-19,,Amazon Customer,5.0 out of 5 stars,Great phones but no earphones or type-c to 3.5mm converter jack,Size: 6GB+128GB
15-Jun-19,,Amazon Customer,5.0 out of 5 stars,Best value for money product....,Size: 6GB+128GB
12-Sep-19,,Vijay Phade,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
26-Jun-19,,ybvsuresh,5.0 out of 5 stars,5star,Size: 6GB+128GB
21-Aug-19,,Ladla ansari,5.0 out of 5 stars,Nice,Size: 6GB+128GB
03-Aug-19,,Niraj patel,5.0 out of 5 stars,Brand speaks for itself,Size: 6GB+128GB
08-Aug-19,,Adesh khandekar,5.0 out of 5 stars,Beast,Size: 6GB+128GB
30-Jun-19,,Nishant Singh,5.0 out of 5 stars,Bill required,Size: 8GB+256GB
03-Sep-19,,Homie,4.0 out of 5 stars,Satisfied,Size: 6GB+128GB
22-Aug-19,,Somak,5.0 out of 5 stars,Good purchase,Size: 6GB+128GB
05-Aug-19,,Krishna,5.0 out of 5 stars,Product ahead of time,Size: 8GB+256GB
09-Jul-19,,Shalabh Jain,5.0 out of 5 stars,Great mobile,Size: 6GB+128GB
25-Jun-19,,Nayan Basude,5.0 out of 5 stars,OnePlus and Amazon,Size: 6GB+128GB
22-Jul-19,,SUCHIT NARAYAN,5.0 out of 5 stars,Nice phone,Size: 6GB+128GB
09-Sep-19,,RENUKA RATHORE,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
06-Aug-19,,Kumar Services,4.0 out of 5 stars,Good,Size: 8GB+256GB
05-Aug-19,,Amazon Customer,5.0 out of 5 stars,Awesome mobile,Size: 6GB+128GB
23-Jul-19,,Sharmila Gummadi,1.0 out of 5 stars,Worst phone,Size: 6GB+128GB
22-Jul-19,,vijay,5.0 out of 5 stars,Solid mobile for next 5 years,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Bhushan Patil,5.0 out of 5 stars,Amazing so far,Size: 6GB+128GB
30-Jul-19,,shilpa,4.0 out of 5 stars,Value for money,Size: 8GB+256GB
13-Jul-19,,Kiran yadav,5.0 out of 5 stars,Average,Size: 8GB+256GB
22-Jun-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Oneplus 7,Size: 8GB+256GB
16-Jun-19,,Partha.A,4.0 out of 5 stars,Performance phone.,Size: 6GB+128GB
04-Aug-19,,Amazon Customer,5.0 out of 5 stars,Amazing phone .. value for money!,Size: 6GB+128GB
14-Jul-19,,Nikhil,5.0 out of 5 stars,Worth for money,Size: 6GB+128GB
14-Aug-19,,Tanmoy Maity,5.0 out of 5 stars,Smooth and fast,Size: 8GB+256GB
05-Sep-19,One person found this helpful,Kartikey,5.0 out of 5 stars,Best,Size: 6GB+128GB
11-Sep-19,,Amazon Customer,5.0 out of 5 stars,Only One plus,Size: 8GB+256GB
27-Aug-19,One person found this helpful,nitin anand,1.0 out of 5 stars,Poor camera quality,Size: 6GB+128GB
18-Jun-19,,Prad,5.0 out of 5 stars,Value for the money product,Size: 6GB+128GB
18-Jul-19,,Gaurav Bucha,5.0 out of 5 stars,Phenomenal,Size: 6GB+128GB
24-Jul-19,,Suhel khan,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
15-Sep-19,,Ajit Srivastava,5.0 out of 5 stars,Everything excellent,Size: 8GB+256GB
28-Jun-19,,Vipin tirkey,5.0 out of 5 stars,Just one word its' a beast...,Size: 6GB+128GB
13-Jul-19,,Khushbir,5.0 out of 5 stars,Must buy,Size: 6GB+128GB
03-Sep-19,,Pavan kumar,5.0 out of 5 stars,Good,Size: 8GB+256GB
06-Aug-19,,RAHUL PISAL,5.0 out of 5 stars,Very Good and Smooth OS,Size: 8GB+256GB
19-Jul-19,,Amazon Customer,5.0 out of 5 stars,Good phone,Size: 8GB+256GB
24-Jun-19,,kaushik,2.0 out of 5 stars,it's not water proof mobile,Size: 6GB+128GB
06-Sep-19,,Rajesh Prasad,5.0 out of 5 stars,Ok,Size: 6GB+128GB
22-Aug-19,,Pranav,5.0 out of 5 stars,Great buy,Size: 6GB+128GB
21-Aug-19,,Skywalker,5.0 out of 5 stars,Super,Size: 6GB+128GB
17-Jun-19,,Vaibhav Dadasaheb Patil,5.0 out of 5 stars,superb one plus 7,Size: 6GB+128GB
30-Jun-19,One person found this helpful,Vivek S.,5.0 out of 5 stars,Amazing Phone,Size: 8GB+256GB
10-Jun-19,One person found this helpful,Seedella Mahesh,5.0 out of 5 stars,Perfect mobile 😍,Size: 6GB+128GB
25-Aug-19,,Sachin Goel,4.0 out of 5 stars,Excellent phone,Size: 6GB+128GB
09-Sep-19,One person found this helpful,Kalyan karthik,5.0 out of 5 stars,Love for one plus,Size: 8GB+256GB
29-Jul-19,,Ankush,5.0 out of 5 stars,Great product by Oneplus,Size: 8GB+256GB
22-Jul-19,,Piyush,5.0 out of 5 stars,Just go for it without any second thought,Size: 6GB+128GB
05-Aug-19,,SAHIL PARVEZ RIZVI,5.0 out of 5 stars,"Excellent quality, camera, design, battery",Size: 6GB+128GB
02-Aug-19,,kamesh,5.0 out of 5 stars,Value For Money. Go For It,Size: 6GB+128GB
20-Aug-19,,Charan,5.0 out of 5 stars,Best pick,Size: 6GB+128GB
14-Jul-19,,Amazon Customer,5.0 out of 5 stars,U can call it the superman of smartphones 😌,Size: 8GB+256GB
15-Jun-19,,M.SHYAM,5.0 out of 5 stars,OnePlus 7 the budget beast,Size: 6GB+128GB
22-Jul-19,,Rajat Bhardwaj,5.0 out of 5 stars,Perfect phone,Size: 8GB+256GB
15-Jul-19,,Monika Jaiswal,4.0 out of 5 stars,Perfect product,Size: 6GB+128GB
12-Aug-19,,Divyesh p.,5.0 out of 5 stars,Best phone,Size: 8GB+256GB
22-Aug-19,,Shwetank Singh,5.0 out of 5 stars,best phone so far at an affordable price,Size: 6GB+128GB
01-Aug-19,,Satyajit Mohapatra,4.0 out of 5 stars,It's good phone in the price range of above 30k,Size: 8GB+256GB
08-Jun-19,,Abhishek,5.0 out of 5 stars,Super fast OnePlus,Size: 8GB+256GB
08-Jun-19,,hritwik,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
12-Jul-19,,MACHARLA RATNA PRAMOD,5.0 out of 5 stars,Super mobile,Size: 8GB+256GB
14-Jun-19,One person found this helpful,Amazon Customer,1.0 out of 5 stars,Product qwality not good,Size: 6GB+128GB
02-Aug-19,,Divya,5.0 out of 5 stars,DON'T THINK TWICE,Size: 6GB+128GB
24-Jul-19,,Ujjwal Malik,5.0 out of 5 stars,Best in class,Size: 6GB+128GB
30-Jul-19,,Achin,5.0 out of 5 stars,Incredible performance,Size: 8GB+256GB
10-Sep-19,,Amazon Customer,5.0 out of 5 stars,Amazing phone,Size: 8GB+256GB
07-Aug-19,,Akshay P.,5.0 out of 5 stars,Zakkas,Size: 8GB+256GB
09-Jul-19,,Ashfak,4.0 out of 5 stars,Battry backup and fingerprint reader needs to improve,Size: 8GB+256GB
05-Aug-19,One person found this helpful,Ashish,5.0 out of 5 stars,Best smartphone phone in this price range,Size: 8GB+256GB
07-Jun-19,,chanakya,5.0 out of 5 stars,Flasghip killer,Size: 6GB+128GB
03-Sep-19,,OyaA Mart,5.0 out of 5 stars,Overall best...,Size: 8GB+256GB
13-Jul-19,,ajay pal,5.0 out of 5 stars,Ear phone and car charger,Size: 6GB+128GB
12-Jul-19,,Sujay Agrawal,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
05-Aug-19,One person found this helpful,Tony,5.0 out of 5 stars,An above average mobile,Size: 6GB+128GB
21-Jul-19,,pankaj karad,4.0 out of 5 stars,Decent budget handset,Size: 6GB+128GB
13-Jul-19,,Shikhar,5.0 out of 5 stars,Real good value for money,Size: 8GB+256GB
21-Aug-19,,Mahesh Kumar,5.0 out of 5 stars,THE BEST PHONE,Size: 8GB+256GB
23-Jul-19,,Nayan,4.0 out of 5 stars,Best phone,Size: 8GB+256GB
09-Jun-19,,Rohith Karani,4.0 out of 5 stars,Beast,Size: 6GB+128GB
20-Jul-19,,Ashok Kumar Singh,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
28-Jul-19,,HARSHITA VERMA,5.0 out of 5 stars,Best phone that I've used so far!,Size: 6GB+128GB
30-Jun-19,,Anadi C.,1.0 out of 5 stars,Better to go for other Phones than OnePlus 7,Size: 6GB+128GB
18-Jul-19,,Vipin Rohilla,5.0 out of 5 stars,ok ok h,Size: 6GB+128GB
10-Jun-19,,Amazon Customer,5.0 out of 5 stars,Best phone of all time.,Size: 6GB+128GB
28-Jun-19,,mohan,2.0 out of 5 stars,Not good with compair s to Samsung clarity,Size: 6GB+128GB
02-Jul-19,,Suraj R.,5.0 out of 5 stars,Go for this...,Size: 6GB+128GB
17-Aug-19,,shruthi,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
16-Aug-19,,srinivas,4.0 out of 5 stars,Great product,Size: 6GB+128GB
17-Jul-19,,Amazon Customer,5.0 out of 5 stars,Zing zing Amazing,Size: 8GB+256GB
13-Jul-19,,Bhavyansh,5.0 out of 5 stars,It's fast.,Size: 6GB+128GB
09-Jun-19,,MUHAMMED M.,5.0 out of 5 stars,One plus is best,Size: 8GB+256GB
06-Aug-19,,nishanth,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
11-Jun-19,,AmazonCustomer1709,5.0 out of 5 stars,Thanks oneplus,Size: 8GB+256GB
21-Jul-19,One person found this helpful,Amazon Customer,1.0 out of 5 stars,Don't buy,Size: 8GB+256GB
25-Aug-19,,SIVASUBRAMANI,5.0 out of 5 stars,Battery and type C gives truble,Size: 8GB+256GB
28-Jul-19,,Praveen kumar yadav,4.0 out of 5 stars,Best,Size: 6GB+128GB
29-Jul-19,,Priyanka gautam ,5.0 out of 5 stars,Thank you amazon.,Size: 6GB+128GB
20-Jul-19,,Parameshwar Rapelli,5.0 out of 5 stars,Excellent one,Size: 6GB+128GB
01-Jul-19,,Mandar Joshi,5.0 out of 5 stars,Very nice phone,Size: 6GB+128GB
12-Jun-19,,Aman,5.0 out of 5 stars,Perfect. Period.,Size: 6GB+128GB
26-Jul-19,,Sonal Sharma,4.0 out of 5 stars,Great vfm phone,Size: 6GB+128GB
13-Aug-19,,Amazon Customer,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
20-Aug-19,,Iqbal shaikh ,5.0 out of 5 stars,I love this primium smart phone.....,Size: 6GB+128GB
25-Jun-19,,Bhushan yashwant nikure,5.0 out of 5 stars,5 star..,Size: 6GB+128GB
10-Aug-19,,Amazon Customer,5.0 out of 5 stars,Shocking state of OnePlus 7,Size: 8GB+256GB
28-Aug-19,,aryan kumar,5.0 out of 5 stars,Best quality phone,Size: 6GB+128GB
13-Aug-19,,Dr. K.,5.0 out of 5 stars,Great product,Size: 6GB+128GB
14-Sep-19,,Subhash Walia,3.0 out of 5 stars,Hanging Problem,Size: 6GB+128GB
17-Sep-19,,Pratik pal,5.0 out of 5 stars,One plus is great,Size: 8GB+256GB
02-Aug-19,,John,5.0 out of 5 stars,A good one.,Size: 6GB+128GB
06-Aug-19,,Pavan,4.0 out of 5 stars,Neat and clean ui with glitch hardware,Size: 6GB+128GB
12-Aug-19,,Lokesh sharma,4.0 out of 5 stars,Nice phone..I like it,Size: 8GB+256GB
09-Aug-19,,Aditya Jain,5.0 out of 5 stars,Amazing phone you won't regret,Size: 8GB+256GB
28-Aug-19,,Kalpana,4.0 out of 5 stars,Simply Happy,Size: 6GB+128GB
26-Jul-19,,Mr. Pandey,3.0 out of 5 stars,"Overpriced and don't buy it in the basis of camera, you will be disappointed.",Size: 6GB+128GB
14-Jul-19,,Sudhanshu,5.0 out of 5 stars,Awesome phone in this budget.,Size: 6GB+128GB
04-Jul-19,,Chetan Chaudhari,5.0 out of 5 stars,I'm in love with this oneplus 7,Size: 6GB+128GB
25-Jun-19,,S M.,4.0 out of 5 stars,Mobile heating..,Size: 6GB+128GB
18-Aug-19,,ravi mishra,4.0 out of 5 stars,Excellent product,Size: 6GB+128GB
04-Sep-19,,Stephin,3.0 out of 5 stars,Nt too worth for 38k,Size: 8GB+256GB
